,,,
조별과제,참여자 이름,대화 유형,내용
1,C(1),자료,터니틴에 pptx형식으로 제출했습니다
1,C(1),자료,파일: G4 capstoneproject poster.pptx
1,C(1),자료,지금 미로에 제출했고 lxp에도 체출해 주세요. comment에 미로보드 링크 다는 거 잊지 말고요
1,C(1),자료,사진
1,C(1),자료,https://docs.google.com/document/d/19R6HEzrku20Gz6dIyeApuGAS4s8Q2vlp/edit
1,C(1),자료,사진
1,C(1),자료,사진
1,C(1),자료,https://docs.google.com/document/d/19R6HEzrku20Gz6dIyeApuGAS4s8Q2vlp/edit
1,C(1),자료,단톡 독스 링크 라는게 무슨 뜻이에요?
1,C(1),자료,https://docs.google.com/document/d/19R6HEzrku20Gz6dIyeApuGAS4s8Q2vlp/edit
1,C(1),자료,사진
1,C(1),잡담,다들 이거 하는것도 잊지 말아주세요
1,C(1),잡담,이거 둘 다
1,C(1),잡담,Why does modern wheat contain more gluten?
1,C(1),잡담,Why does modern wheat contains more gluten?
1,C(1),잡담,도아님 들어와 주세요
1,C(1),잡담,자르는 걸로는 안될 것 같고 대본 좀 짧게 줄여서 다시 찍어야 할 것 같아요
1,C(1),잡담,그냥 만나서 하려는 건가요?
1,C(1),잡담,이건 수업 전까지요
1,C(1),잡담,전 다 했습니다
1,C(1),잡담,거기가 어디에요...?
1,C(1),잡담,스터디룸이 어디에요?
1,C(1),잡담,그리고 grope learning 에서 각자 다른조의 프레젠테이션을 봐야 하는데 어느 조꺼를 볼까요?
1,C(1),잡담,"우선 포스터 만드는 거는 lxp에 올라와 있고, how much 이것에 대한 것도 grope learning이라는 과제에서 채워서 내라고 적혀있어요"
1,C(1),잡담,다른 조 프레젠테이션 어디서 보는지 아시는 분 있으신가요?
1,C(1),잡담,"제가 그룹 3조,5조꺼 볼게요"
1,C(1),잡담,"Lxp에 how much do you know about your favorite bread라는 워크시트가 있는데 여기서 파트5,6 제외하고 미리 해두는 게 좋긴 해요"
1,C(1),잡담,그러니까 11시에 안된다는 거죠?
1,C(1),잡담,"아니요 이건 그냥 각자 다른조꺼를 요약해서 다른 조원에게 말한 뒤, 질문 3개정도 받아서 워크시트 파트5에 쓰면 되서 문서 공유는 필요없어요"
1,C(1),잡담,1. problem statment
1,C(1),잡담,Final A1 Poster Must Include:
1,C(1),잡담,제가 채워놓았습니다
1,C(1),잡담,플라스 미드 완성 했습니다.
1,C(1),잡담,아마 다 했을껄요?
1,C(1),잡담,우선 넣으라는 건 다 넣었습니다
1,C(1),잡담,"이거 보니까 해결책이 중요한 것 같아서 problem statement랑 원인은 짧게 쓰고, 해결책을 길게 쓰는 식으로 해야할 것 같아요"
1,C(1),잡담,"그리고 stakeholder analysis에서 stakeholder를 3명 이상 찾아야 하는데 이걸 따로 칸을 나눌지, 아니면 해결책에서 같이 다룰 지도 정해두는 게 좋을 것 같아요"
1,C(1),잡담,근데 그건 40자 이하여야 해서 그 안에 다 넣을 수 있을까요?
1,C(1),잡담,Stakeholder analysis identifies at least 3 populations affected.
1,C(1),잡담,만나서 합시다
1,C(1),잡담,"Reflection box: ""Why This Matters"" (2–3 sentences)"
1,C(1),잡담,되요
1,C(1),잡담,"Reflection box: ""Why This Matters"" (2–3 sentences"
1,C(1),잡담,이렇게 하라는 걸 보니 그냥 짧게 쓰라는 것 같아요
1,C(1),잡담,"그리고, 다른 조 꺼도 2개이상 레퍼런스 해야되요"
1,C(1),잡담,우선 reflection box(Why This Matters)는 2~3 문장정도로 짧게 요약해주세요
1,C(1),잡담,다른 조 꺼 안써도 된대요
1,C(1),잡담,근데 why it matters 요거는 2~3문장으로 써야해서 고치기는 해야해요
1,C(1),잡담,5개 이상 인용 이라는 조건이 남아있지만 그건 이미 다른 부분에서 5개를 넣었어요
1,C(1),잡담,근데 그거 gmo 안되는 이유 따로 빼서 적었으니 괜찮지 않아요?
1,C(1),잡담,근데 또 솔루션 안에 왜 안되는지 적으라고 하지는 않아서....
1,C(1),잡담,음... 한번 여쭤볼게요
1,C(1),잡담,실물 제출 금요일 까지 아니에요?
1,C(1),잡담,포스터 안에 역할 적어넣지 마레요
1,C(1),잡담,감사합니다!
1,C(1),잡담,제가 인용 한 것 중에 gmo작물이 더 비싸다는 내용이 있는데 그거 인용하셔도 돼요
1,C(1),잡담,다른 조 인용하는 그거는 아니고
1,C(1),잡담,근데 다른 조 꺼를 보는 게 아니라 다른 조와 이야기 하라는 걸 봐서는 꽤 힘들 것 같은데요...
1,C(1),잡담,다른 조 꺼 피드백 서로 피드백을 주고 받으면 되는 건가요?
1,C(1),잡담,"G2 의 포스터 일부인데 '우리는 gmo에 반대하지만, 이것에 영향을 받아서 솔루션 2에 '정부를 통해 smart"
1,C(1),잡담,지금 제출할 수 있나요?
1,C(1),잡담,한번 그래봅시다
1,C(1),잡담,이거 밑에 있는 norish~ 이거 없애고 레퍼런스를 거기에 옮길게요
1,C(1),잡담,"지금 lxp랑 미로에는 내졌고, 터니틴에는 제가 포스터 제출했습니다"
1,C(1),잡담,고생 많으셧습니다
1,C(1),잡담,"이거 다른 모든 그룸을 평가하고, 자신 스스로 평가해야 해서"
1,C(1),잡담,그냥 그럴까요?
1,C(1),잡담,Everyone MUST be familiar with the poster content that your group created together. Why?
1,C(1),잡담,"preventing damage caused by the weather,palnt pest detection,soil analysis 이 부분이 이해가 안돼요"
1,C(1),잡담,"평가는 각자 2 그룹에 대해서 하고, queation은 모두가 각 그룹에 1개씩 적어놓는 게 어때요?"
1,C(1),잡담,저도 다 했습니다
1,C(1),잡담,제출 했습니다
1,C(1),잡담,어... 저희 이부분 안한 것 같아요
1,C(1),잡담,다시 제출 했습니다
1,C(1),잡담,지금 4층에 계세요?
1,C(1),잡담,2시까지 붙여야 해요
1,D(1),대답,오 좋아요 ! 그럼 주말도 가능해요
1,D(1),대답,넵 !!
1,D(1),대답,네 근데 당길 수 있나 해서요 !
1,D(1),대답,넵!
1,D(1),대답,전 반대 할게요
1,D(1),대답,넵
1,D(1),대답,네 제가 냈어요
1,D(1),대답,그리고 오늘 포스터 그거 네 분이서 모여서 하시고 남은거 저 알려주세요 !!
1,D(1),대답,넵 !
1,D(1),대답,조건 진짜 많네요 ㅠ
1,D(1),대답,지금 할게요 !
1,D(1),대답,제가 오늘 7시이후에 가능해서 남은 그룹을 제가 할게요 !
1,D(1),대답,네!
1,D(1),대답,지금 제대로 보니까 솔루션2 부분에 오타가 좀 많네요 ㅠ
1,D(1),대답,넵
1,D(1),의견 및 일정 조율,월요일에 해도 되려나
1,D(1),의견 및 일정 조율,한다면 내일 오전이나..월요일 될 것 같아요
1,D(1),의견 및 일정 조율,월요일에 찍고 내도 괜찮지 않을까요 ?
1,D(1),의견 및 일정 조율,그럼 일요일 밤 11시에 줌으로 합시다 !!
1,D(1),의견 및 일정 조율,줌 녹화로 해도 되겠죠 ..? 딱히 설명이 없어서 ㅜ
1,D(1),의견 및 일정 조율,이것도 월요일까지에요 ?
1,D(1),의견 및 일정 조율,아아 저 알바 1시간 비어서 말씀 드렸던건데 그럼 그냥 11시에 합시당 !!
1,D(1),의견 및 일정 조율,내일 수업 전까지인지 23:59까지인지..... 수업 전은 아니겠죠ㅠ
1,D(1),의견 및 일정 조율,오늘 말씀하실 것 같아요 !
1,D(1),의견 및 일정 조율,오늘 제출하는게 맘 편할 것 같기도 해요
1,D(1),의견 및 일정 조율,다목적실에서 만날까요 ?
1,D(1),의견 및 일정 조율,Role Summary도 오늘까지 제출이에요
1,D(1),의견 및 일정 조율,줌으로 같이 해야하는건가요 ?
1,D(1),의견 및 일정 조율,저 8시쯤 가능할 것 같아요
1,D(1),의견 및 일정 조율,제가 내일 2-7시 알바에요ㅠㅠㅠㅠㅠ
1,D(1),의견 및 일정 조율,밤 11시 가능해요 !
1,D(1),의견 및 일정 조율,오늘 그래서 줌 해야하나요 ?
1,D(1),의견 및 일정 조율,줌 하기 전에 혼자 봐야할게 있을까요
1,D(1),의견 및 일정 조율,허들도 녹음 ? 녹화가 되나여
1,D(1),의견 및 일정 조율,저희 오늘 퀴즈를 다 같이 보는건가요 ?
1,D(1),의견 및 일정 조율,내일이나...
1,D(1),의견 및 일정 조율,실물 제출은 월요일까지에여
1,D(1),의견 및 일정 조율,혹시 오늘까지인 과제 두 개가 연결된건가요 ..?
1,D(1),의견 및 일정 조율,저희 포스터 내일 이현님이 프린트해오시는 건가요 ?!
1,D(1),의견,언제할까요
1,D(1),의견,편집 거의 필요없을 것 같은데 이건 ..
1,D(1),의견,일요일 몇 시로 할까요
1,D(1),의견,혹시 내일 7-8시 중 가능할까요 줌미팅
1,D(1),의견,슬랙 보니까 다시 찍어야겠네요 편집으로 자르거나
1,D(1),의견,어떻게 할까요?
1,D(1),의견,오늘 5시에 바로 할까요 ?
1,D(1),의견,파란색 미로 채우는거 수요일까지 제출인건가요
1,D(1),의견,10조 영상 봐두기만 하면 되는건가요 ?
1,D(1),의견,오늘 수업 전에 미로 채우는건 없는건가요 친구가 있다길래 ..
1,D(1),의견,저희 내일까지 핑크색 미로보드 채우는거죠 ?
1,D(1),의견,어떻게 나눌까요 제가 어디 하면 될까여
1,D(1),의견,오른쪽은 뭐하면 될까요 ...?
1,D(1),의견,음.. 파트를 나누기가 애매할까요 그냥 한 명이 오른쪽 다 채우는게 나을까여
1,D(1),의견,제출할까요 그럼 미로 ...?
1,D(1),의견,그럼 수정 안해도 되나요 ?
1,D(1),의견,다 수정했어요 !
1,D(1),의견,제출할까요 ..?
1,D(1),의견,제가 조금씩 수정해볼게요 ..!
1,D(1),의견,각자 최대한 수정해보아요...30점짜리라
1,D(1),의견,그냥 어떻게든 낮추라고 하실 것 같아요.........
1,D(1),의견,근데 why this matter 부분은 너무 짧아서 바꿔도 의미가 없을 것 같은.........
1,D(1),의견,전 다 수정했어요 !!!!
1,D(1),의견,이현님만 수정하고 제출해주시면 될 것 같아요
1,D(1),의견,수정 가능하신 분 있나요 지금 ….
1,D(1),의견,그럼 이거만 하면 되는건가요 ?
1,D(1),자료,근데 혹시 다른 그룹 뉴스나 숏폼 영상 어디서 보는지 아시는 분 있나요 ..링크 좀 ㅠㅠ
1,D(1),자료,사진
1,D(1),자료,이현님 ppt 아직 안만드셨나요 ?
1,D(1),자료,https://us05web.zoom.us/j/89324505660?pwd=CFNP5RPXQtjBaF4u0H3hzb58hkaaoM.1
1,D(1),자료,미로에 링크 올렸는데
1,D(1),자료,사진
1,D(1),자료,사진
1,D(1),자료,동영상이랑 ppt 둘 다요 ????
1,D(1),자료,사진
1,D(1),자료,발표 영상 보면 되는거죠 ?
1,D(1),자료,사진
1,D(1),자료,사진
1,D(1),자료,이거 표 혹시 누가 채워주신건가요 아니면 원래 되어있던건가요
1,D(1),자료,사진
1,D(1),자료,다른조 발표내용을 인용하는 건가요 ?
1,D(1),자료,사진
1,D(1),자료,잉 파일로는 오늘까지고
1,D(1),자료,따로 하는건가요 표에 ?
1,D(1),자료,혹시 링크 어떤거에요 ??
1,D(1),자료,아 인용 링크 물어본 거였어요 !
1,D(1),자료,@김유진 이거 링크 알려주시면 감사하겠습니다 !
1,D(1),자료,사진
1,D(1),자료,사진
1,D(1),잡담,아 ..
1,D(1),잡담,제가 통학이라 주말은 좀 어려워요ㅠㅠ
1,D(1),잡담,11시 어떠세요 ..? 10시에 알바가 끝나서 ㅜㅜ
1,D(1),잡담,감사합니당
1,D(1),잡담,1분 분량으로 대본 짜면 되는거죠 ?
1,D(1),잡담,실생활 예시도 필수인가요 .....
1,D(1),잡담,감사합니다~!
1,D(1),잡담,이거 제출이 동영상 제출인건가요
1,D(1),잡담,저도 다 했습니당
1,D(1),잡담,영상 들으면 설명 나오나요 ….?
1,D(1),잡담,아직 안봐가지고 뭐하는건지 ㅠㅠㅠㅠ
1,D(1),잡담,따로 했어요 !
1,D(1),잡담,오잉 저거 제가 만든건데
1,D(1),잡담,다 하셨나여
1,D(1),잡담,영상 한 번 보내주세요 여기에!!
1,D(1),잡담,좋아여
1,D(1),잡담,근데 저희 1-page summary도 만들어야하는거 아닌가요 ??
1,D(1),잡담,다들 어떤 역할 하실건가요 ….?
1,D(1),잡담,그럼 도현님 찬성해주세요 !
1,D(1),잡담,이따 5시에 수업 끝나고 바로 다목적실에서 만나여
1,D(1),잡담,다들 대본 줄여오세여 …
1,D(1),잡담,음 그냥 수업자료 아닐까여
1,D(1),잡담,앗 저도 모여야 하는데 이거때문에 그거 좀 늦는다고 했는데 ……
1,D(1),잡담,이거 10분이면 끝나지 않을까요 …..?
1,D(1),잡담,유진님 하셔야할듯요
1,D(1),잡담,전 다 했어요
1,D(1),잡담,본인 다 썼으면 톡 남겨줍시당
1,D(1),잡담,저 수업 끝났어요
1,D(1),잡담,지금 빌릴 수 있어요ㅠ….?
1,D(1),잡담,중도에요 …?
1,D(1),잡담,법학 건물이요 ?????
1,D(1),잡담,유튜브 일부공개로 올리면 되나요 ?
1,D(1),잡담,5분 25초인데
1,D(1),잡담,괜찮겠죠
1,D(1),잡담,동영상
1,D(1),잡담,잘 열리는지 봐주세요!!
1,D(1),잡담,lxp에도 제출했습니다
1,D(1),잡담,이 과제 제출이
1,D(1),잡담,이거만 내면 되는걸까요 ?
1,D(1),잡담,흠 …..
1,D(1),잡담,혹시 모르니까 낼까요
1,D(1),잡담,다시 냈는데 봐주세요 다 제대로 됐는지
1,D(1),잡담,음 그러게여 ....
1,D(1),잡담,파이널이니까 그런것같아요
1,D(1),잡담,미로 아직인가여 ??? 과제 제출
1,D(1),잡담,!!
1,D(1),잡담,이거 내면 될까요 다 하신건가요 ?
1,D(1),잡담,혹시 이거에 대한 안내가 어디있나요 ..?
1,D(1),잡담,이번주 영상인가요 ??
1,D(1),잡담,아아
1,D(1),잡담,알겠어용 !!!!
1,D(1),잡담,제가 지금 알바중인데
1,D(1),잡담,ㅜㅜ
1,D(1),잡담,아아 고마워욤 :-)
1,D(1),잡담,11:20분인가요 ?
1,D(1),잡담,얘는 12시까지는 아닌거죠 ㅠㅠ 새벽에 해도 될까요 지금 다른 과제 때문에 …..
1,D(1),잡담,.
1,D(1),잡담,.
1,D(1),잡담,아 지금 할 수 있어요
1,D(1),잡담,근데 도현님이 11:20 말씀하셨어서 ..
1,D(1),잡담,문서 공유를 해야하나요
1,D(1),잡담,아 워크시트는 각자 제출인건가요?
1,D(1),잡담,이거 해야하는 것 같아요 왠지
1,D(1),잡담,어 ..step4랑 또 다른건가요
1,D(1),잡담,뭐가 맞는거에여 ?
1,D(1),잡담,그냥 예시아닌가요 ? 무조건 저렇게 해야하는건가 ..
1,D(1),잡담,핑크색 미로 하고계신분....?
1,D(1),잡담,지금 봐볼게요 !!
1,D(1),잡담,포스터 다른팀들 되게 예쁘게 만들더라구여
1,D(1),잡담,저희도 나름 잘 꾸며봅시닷
1,D(1),잡담,저도 그거 고딩때 많이 썼었어요 ㅎㅎ
1,D(1),잡담,이거 다 된건가요 ?
1,D(1),잡담,그게 좋을거같아여
1,D(1),잡담,조아요오
1,D(1),잡담,혹시 어디까지 하셨어요 ?!
1,D(1),잡담,알겠습니다 !!
1,D(1),잡담,why it matters 가
1,D(1),잡담,저희가 제시한 솔루션이 왜 중요한지 쓰는거겠죠?
1,D(1),잡담,다 했어요 괜찮은지 봐주세요 !
1,D(1),잡담,알겠습니당
1,D(1),잡담,레퍼런스에 대한 조건은 없는건가요 그러면 ?
1,D(1),잡담,뭔가 글이 너무 많은 것 같기도 하고
1,D(1),잡담,분량 제한도 있나요
1,D(1),잡담,뭔가 글이 전체적으로 너저분한 느낌이라
1,D(1),잡담,비주얼 요소 하나 더 넣는게 좋을 것 같긴해요
1,D(1),잡담,Second 앞에 According to 뒤에 끊겨있는데 지워도 될까요 ?
1,D(1),잡담,조건 다 지킨거겠죠 ..?
1,D(1),잡담,신소재 지하1층에서 A1 프린트 할 수 있대여
1,D(1),잡담,5시 마감인 것 같아요
1,D(1),잡담,엥 진짜요 …?
1,D(1),잡담,근데 사이즈 A1으로 하신거 맞나요 처음에 ????
1,D(1),잡담,이미 깔끔하게 썼는데 고치는게 더 힘들어여 ㅠㅠㅠㅠ
1,D(1),잡담,해볼게여ㅠ
1,D(1),잡담,why this matter도 해봐주세요
1,D(1),잡담,카피킬러 쓰시는거에요 ??
1,D(1),잡담,turnitin이랑 퍼센트 완전 다를거에요 근데
1,D(1),잡담,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1,D(1),잡담,이모티콘
1,D(1),잡담,텃인틴으로 해볼까요
1,D(1),잡담,제출 한 번밖에 안되나
1,D(1),잡담,텃인틴 제출 한 번밖에 안되는지 물어보는게 나을지도 ….?
1,D(1),잡담,아니여 몇 퍼 뜨는지 보려고 ….
1,D(1),잡담,전 reflection이라 인용을 안했어요ㅠㅠㅠㅠ
1,D(1),잡담,두 개 이상 하신 분이 하나 알려주실 수 있나용
1,D(1),잡담,알겠습니다 !
1,D(1),잡담,나머지 분들 다 하신건가요 ?!
1,D(1),잡담,다들 읽고 답해주세요 !!
1,D(1),잡담,흠 …
1,D(1),잡담,손글씨로요 ..?
1,D(1),잡담,저 사인 안했는데 해야하나여 ?
1,D(1),잡담,전 다 했어요 ..!
1,D(1),잡담,헉 ……안되는데
1,D(1),잡담,제출하고 말해주세요 ! 지금 집 가고 있어서 ㅜㅠㅠㅠㅠ
1,D(1),잡담,감사합니다
1,D(1),잡담,미로랑 터니틴이랑 lxp에 다 내야하는거 아닌가요 ??
1,D(1),잡담,헐 ㅠㅠ 수고하셨습니당 :-)
1,D(1),잡담,좋아여
1,D(1),잡담,다른 팀 포스터 어디서 봐요 ?
1,D(1),잡담,전 후자가 맞는 것 같긴한데 정확한 설명이 없어서 모르겠어요 저도ㅠㅠ
1,D(1),잡담,오
1,D(1),잡담,좋당 ㅎㅎ
1,D(1),잡담,poster Q&A 캘린더 통해서 들어가면 제출하는 칸 뜨는데 안내도 되는거 맞겠죠 ..?
1,D(1),잡담,질문은 모든 그룹에 대해서 각자 하나씩 쓰고 reasoning 쓰는거는 두 그룹에 대해서 쓰면 될까요 지금 비어있는 것중에 ?
1,D(1),잡담,제가 이해한게 맞으면 제가 G3 G5할게용
1,D(1),잡담,그런거같아요
1,D(1),잡담,전 다 해써요
1,D(1),잡담,마지막으로 하시는 분이 제출해주세여 ...
1,D(1),잡담,수고하셨어요 !
1,D(1),잡담,그런가요 ...?
1,D(1),잡담,저희 이 순서로 답변하는거겠죠?
1,E(1),대답,저는 괜찮습니다
1,E(1),대답,넵
1,E(1),대답,넵... 저도 끝나고 stdt 하러 가야해서 오래는 못 기다릴 것 같은데 오래걸리면 알려주세요
1,E(1),대답,들어와서 지하1층 스터디룸 2로 오시면 됩니다.
1,E(1),대답,네네
1,E(1),대답,좋아요
1,E(1),대답,넵 어차피 11일까지니까 옆에 있는 거까지 완료해서 올려요
1,E(1),대답,PPT도 첨부해야 된다고 듣긴 했는데 지금 보니까 딱히 낼 필요가 없는 것 같긴 하네욤...
1,E(1),대답,저도 됩니다
1,E(1),대답,"6,7 할게요"
1,E(1),대답,넵
1,E(1),대답,넵 이거예요
1,E(1),대답,넵 2시 전까지 붙이라고 되어 있어서
1,E(1),대답,넵
1,E(1),의견 및 일정 조율,analysis도 오늘까지인가여
1,E(1),의견,10시에 할까요?
1,E(1),의견,당기고 싶으시면 10시에 할까요...?
1,E(1),의견,시간 재면서 1분 되게 확인해주세요
1,E(1),의견,도서관 스터디룸에서 할까요
1,E(1),의견,마지막은 6명인 조만 하면 돼서
1,E(1),의견,끝나자마자 할까요?
1,E(1),의견,30분부터 할까요...?
1,E(1),의견,편집 다했는데
1,E(1),의견,이 링크로 다시 편집해주세요
1,E(1),의견,편집하실 일 있으면 예전 링크 말고 이 링크로 부탁드립니다... A1 사이즈로 바꿨어요
1,E(1),의견,제가 솔루션을 아직 안바꿔서
1,E(1),의견,제가 약속이 있어서 혹시 9시쯤 수정해도 될까요?
1,E(1),의견,저도 다 썼는데 제출할까요?
1,E(1),의견,단톡 공유문서에 저희 질문 그대로 모든 조에 복붙하면 되나요?
1,E(1),의견,공유문서 답변도 준비할까요?
1,E(1),자료,도아님 방금 제출하신 거 링크는 잘 열리는데 댓글에 PPT 파일도 제출해 주셔야 해요
1,E(1),자료,톡게시판 '공지': https://docs.google.com/presentation/d/1yuveTADLB00GugvTGqjLMHnvDu9sxFAX/edit?slide=id.p1#slide=id.p1
1,E(1),자료,파일: Example Poster (1).pdf
1,E(1),자료,https://www.canva.com/design/DAGqsFHG9aI/5rYBdmdtH87ZpFboP3Px-Q/edit?utm_content=DAGqsFHG9aI&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
1,E(1),자료,https://www.canva.com/design/DAGqsMFc754/5U6v-lCH3JrUm_MLaTnBdA/edit?utm_content=DAGqsMFc754&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
1,E(1),자료,사진
1,E(1),자료,사진
1,E(1),자료,https://www.canva.com/design/DAGqxy_RzBE/DGoaYzPn1MhxGihSFKbAJg/edit?utm_content=DAGqxy_RzBE&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton
1,E(1),잡담,.
1,E(1),잡담,지금 하고 있어요
1,E(1),잡담,하고 있다고 말씀드렸는데...
1,E(1),잡담,제가 다른 거랑 병행중이라 11시 이전까지 완료해 두겠습니다
1,E(1),잡담,저도 반대요
1,E(1),잡담,미리 말해보고 오시면 좋을 것 같습니다
1,E(1),잡담,stdt 좀 오래걸리지 않나요...?
1,E(1),잡담,이거 아직 안되어있어요
1,E(1),잡담,다목적실 사람 있을 것 같은데
1,E(1),잡담,제가 빌렷어요
1,E(1),잡담,스터디룸 2로 오세요
1,E(1),잡담,넴
1,E(1),잡담,음
1,E(1),잡담,내려오시면 도서관이 있는데
1,E(1),잡담,이대로 올리면 될 것 같아요
1,E(1),잡담,제출했습니다
1,E(1),잡담,끝난 것 같아요
1,E(1),잡담,제출하는 칸이 따로 있나요?
1,E(1),잡담,저는 잘 떠요
1,E(1),잡담,.
1,E(1),잡담,이거 아닌가요
1,E(1),잡담,포스터 만드는 거 말하시는 거죠?
1,E(1),잡담,도아님 빼고는 다 괜찮으시다고 했던 것 같은데
1,E(1),잡담,혹시 미로 채울 거 남았나욥
1,E(1),잡담,지금 하려고 하는데
1,E(1),잡담,헉... 감사합니다
1,E(1),잡담,다 템플릿 사용해서 만든 것 같아요
1,E(1),잡담,법학관에서
1,E(1),잡담,.
1,E(1),잡담,이모티콘
1,E(1),잡담,어떠신가요
1,E(1),잡담,자리 남은 데에 슬로건 넣었어요
1,E(1),잡담,이 점은 뭘까요
1,E(1),잡담,아
1,E(1),잡담,지웠어요
1,E(1),잡담,지울게요
1,E(1),잡담,그럼 다시 쓸게요
1,E(1),잡담,크기 조정했어요
1,E(1),잡담,그거 말고 Turnitin 돌려봐야 되는 거 아닌가요
1,E(1),잡담,다시 써볼게요
1,E(1),잡담,지금 쓰는 중이에요
1,E(1),잡담,죄송해요ㅠ 제가 집에 이제 와서
1,E(1),잡담,다 된 건 가요...??
1,E(1),잡담,할 거 더 있을까요
1,E(1),잡담,죄송합니다...
1,E(1),잡담,굿...
1,E(1),잡담,포스터 제가 뽑아 놓겠습니다
1,E(1),잡담,수고하셨습니다...
1,E(1),잡담,프린트 출력해서 붙여놓을게요
1,E(1),잡담,일단 제가 공유문서에 입력했습니다
1,E(1),잡담,그거 제가 가져가려궁
1,E(1),잡담,구요
1,E(1),잡담,포스터 받았습니다
1,E(1),잡담,3333327033815 카카오뱅크
1,E(1),잡담,총 16000원이라 3200원씩 보내주세요
2,A(2),의견,STDT 과제 오늘 9시까지 입니다
2,A(2),의견,언제가 괜찮을까요?
2,A(2),의견,2시간 안레 끝낼 수 있을까요?
2,A(2),의견,지금은 어떤가요?
2,A(2),의견,지금 웨이브홀 오실 수 있는분?
2,A(2),의견,저희가 오늘 9시까지 해야할 과제가 있습니다
2,A(2),의견,지금 괜찮으신 분은 웨이브홀로 와주십시오
2,A(2),의견,삭제된 메시지입니다.
2,A(2),의견,저희가 놀고 있어서
2,A(2),의견,예시입니다
2,A(2),의견,"Theme 1,2도 끝났습니다"
2,A(2),의견,제출하신분 있나요?
2,A(2),의견,한명만 제출해도 된데요
2,A(2),의견,리서치 퀘스천 (Research Questions)
2,A(2),의견,화요일 2시에 수업 있어서 힌들 것 같아요
2,A(2),의견,내일 늦게 어떤가요?
2,A(2),의견,저도 좋습니다
2,A(2),의견,두번째도 끝났습니다
2,A(2),의견,오늘 그럼 11시에 안만나도 되나요?
2,A(2),의견,그럼 오늘 각자 보완하는걸로 할까요?
2,A(2),의견,이거 옆에 자기소개도 해야하나요?
2,A(2),의견,2층 미팅룸1로 오세요
2,A(2),의견,이모티콘
2,A(2),의견,이거 같아요
2,A(2),의견,각자 프로필 다 채우신 건가요?
2,A(2),의견,넵 그런거 같아요
2,A(2),의견,위에 그림 있는 부분이요
2,A(2),의견,3층 입니다
2,A(2),의견,내일 f45 제일 안겹치는 시간으로
2,A(2),의견,일단 3명?
2,A(2),의견,3조
2,A(2),의견,확인해보세요
2,A(2),의견,3개조로 나눠어졌어요
2,A(2),의견,Lxp에 있어요
2,A(2),의견,허들?
2,A(2),의견,있습니다
2,A(2),의견,개별임
2,A(2),의견,내가 *이랑 처음 하려다가 때려침
2,A(2),의견,그니까 미술은 아닌거자나
2,A(2),의견,그럼 둘다 해볼까?
2,A(2),의견,도안만
2,A(2),의견,그냥 그림판에 대충 그리면 안되나?
2,A(2),의견,ㄱㄱ
2,A(2),의견,오예
2,A(2),의견,ㄱㄱ
2,A(2),의견,그럼 저녁에 좀 만들까요?
2,A(2),의견,모여서
2,A(2),의견,와 지금 다목적실에서 과제하는데
2,A(2),의견,승아리 오셔서
2,A(2),의견,엑셉터블 하지 않다고 하시고 가셨습니다
2,A(2),의견,저도 팀플 있어서
2,A(2),의견,교수님 오시면 저번처럼 할둣
2,A(2),의견,우리 가장 먼저래
2,A(2),의견,진짜 됨
2,A(2),의견,그거 좋아하시긴 했는데
2,A(2),의견,우리가 같이 토론했던걸 기억하래
2,A(2),의견,ㄱㄱ
2,A(2),의견,저 일요일로 바꿀 수 있나요?
2,A(2),의견,2개
2,A(2),의견,넉넉하게
2,A(2),의견,지금까지 만든거 4층 구석에 두었습니다
2,A(2),의견,전 집가요
2,A(2),의견,저도 가능합니다
2,A(2),의견,상자마다 미세하게 크기가 조금 다름
2,A(2),의견,*님은 박스의 수평을 맞출 방법을 생각해보세요
2,A(2),의견,굳!
2,A(2),의견,미리 안정해도 되나요?
2,A(2),의견,4명 정해야 할듯
2,A(2),의견,먼저 2명이랑 뒤에 2명
2,A(2),의견,그럼 혹시 모르니까 2명씩 6명 정할까요?
2,A(2),의견,*이 빼고 5명
2,A(2),의견,검은색은 a4밖에 없음
2,A(2),의견,5시에 하시는 분 어디에 계시나요?
2,A(2),의견,우리도 해산
2,A(2),의견,좋습니다
2,A(2),의견,저도 지금은 힘들 것 같습니다
2,A(2),의견,저 오늘 4시에 acdt 발표가 있습니다
2,A(2),의견,총장님한테 하라고 뭐가 왔음
2,A(2),의견,몇조만 왔나봐
2,A(2),의견,가능합니다
2,A(2),의견,그래서 오늘 만나나요?
2,A(2),대답,넵
2,A(2),대답,넵
2,A(2),대답,네
2,A(2),대답,넵
2,A(2),대답,예
2,A(2),대답,예
2,A(2),대답,예
2,A(2),대답,예
2,A(2),대답,예
2,A(2),대답,예
2,A(2),자료,https://docs.google.com/presentation/d/1Tyvxkp39stNd4VYqA-cEUWdypj2PAZ7PU_8N8TWCnIU/edit?usp=sharing
2,A(2),자료,사진
2,A(2),자료,사진
2,A(2),자료,사진
2,A(2),자료,https://miro.com/app/board/uXjVIfTQX7g=/
2,A(2),자료,사진
2,A(2),자료,사진
2,A(2),자료,사진 2장
2,A(2),자료,사진
